R_fighter,B_fighter,Winner,Excitement
Patrick Cote,Joshua Burkman,Patrick Cote,20.252
Chad Laprise,Francisco Trinaldo,Francisco Trinaldo,26.298
Maryna Moroz,Valerie Letourneau,Valerie Letourneau,21.104
Neil Magny,Erick Silva,Neil Magny,16.626
Olivier Aubin-Mercier,Tony Sims,Olivier Aubin-Mercier,18.16
Yves Jabouin,Felipe Arantes,Felipe Arantes,11.024
Max Holloway,Charles Oliveira,Max Holloway,22.36
Sam Stout,Frankie Perez,Frankie Perez,19.694
Marcos Rogerio de Lima,Nikita Krylov,Nikita Krylov,14.657
Chris Kelades,Chris Beal,Chris Kelades,16.337
Misha Cirkunov,Daniel Jolly,Misha Cirkunov,23.121
Shane Campbell,Elias Silverio,Shane Campbell,19.329
Ray Borg,Geane Herrera,Ray Borg,22.251
Sara McMann,Amanda Nunes,Amanda Nunes,16.26
Jared Rosholt,Timothy Johnson,Jared Rosholt,19.536
Derek Brunson,Sam Alvey,Derek Brunson,14.892
Michael Johnson,Beneil Dariush,Beneil Dariush,26.02
Glover Teixeira,Ovince Saint Preux,Glover Teixeira,15.615
Uriah Hall,Oluwale Bamgbose,Uriah Hall,23.166
Chris Camozzi,Tom Watson,Chris Camozzi,18.954
Dustin Ortiz,Willie Gates,Dustin Ortiz,12.79
Chris Dempsey,Jonathan Wilson,Jonathan Wilson,19.237
Frankie Saenz,Sirwan Kakai,Frankie Saenz,20.535
Anthony Christodoulou,Scott Holtzman,Scott Holtzman,21.037
Marlon Vera,Roman Salazar,Marlon Vera,13.478
Ronda Rousey,Bethe Correia,Ronda Rousey,37.699
Glaico Franca Moreira,Fernando Bruno,Glaico Franca Moreira,20.551
Claudia Gadelha,Jessica Aguilar,Claudia Gadelha,24.498
Stefan Struve,Antonio Rodrigo Nogueira,Stefan Struve,18.739
Demian Maia,Neil Magny,Demian Maia,8.03
Reginaldo Vieira,Dileno Lopes,Reginaldo Vieira,24.727
Mauricio Rua,Rogerio Nogueira,Mauricio Rua,18.148
Rafael Cavalcante,Patrick Cummins,Patrick Cummins,15.681
Warlley Alves,Nordine Taleb,Warlley Alves,22.783
Antonio Silva,Soa Palelei,Antonio Silva,14.963
Vitor Miranda,Clint Hester,Vitor Miranda,16.504
Iuri Alcantara,Leandro Issa,Iuri Alcantara,15.83
Hugo Viana,Guido Cannetti,Guido Cannetti,11.522
Edson Barboza,Paul Felder,Edson Barboza,29.789
Kenny Robertson,Ben Saunders,Ben Saunders,18.387
Gian Villante,Tom Lawlor,Tom Lawlor,21.81
Miesha Tate,Jessica Eye,Miesha Tate,19.058
Eddie Wineland,Bryan Caraway,Bryan Caraway,17.233
TJ Dillashaw,Renan Barao,TJ Dillashaw,54.704
Joe Lauzon,Takanori Gomi,Joe Lauzon,15.959
Daron Cruickshank,James Krause,James Krause,18.574
Jim Miller,Danny Castillo,Jim Miller,15.952
Zak Cummings,Dominique Steele,Zak Cummings,23.392
Jessamyn Duke,Elizabeth Phillips,Elizabeth Phillips,12.522
Ramsey Nijem,Andrew Holbrook,Andrew Holbrook,18.101
Joanne Wood,Cortney Casey,Joanne Wood,25.359
Joe Duffy,Ivan Jorge,Joe Duffy,20.046
Paddy Holohan,Vaughan Lee,Paddy Holohan,17.416
Ilir Latifi,Hans Stringer,Ilir Latifi,24.631
Ross Pearson,Evan Dunham,Evan Dunham,13.624
Michael Bisping,Thales Leites,Michael Bisping,21.578
Stevie Ray,Leonardo Mafra,Stevie Ray,23.929
Robert Whiteford,Paul Redmond,Robert Whiteford,25.693
Mickael Lebout,Teemu Packalen,Mickael Lebout,20.996
Leon Edwards,Pawel Pawlak,Leon Edwards,20.617
Daniel Omielanczuk,Chris de la Rocha,Daniel Omielanczuk,28.449
Marcus Brimage,Jimmie Rivera,Jimmie Rivera,29.885
Sam Sicilia,Yaotzin Meza,Sam Sicilia,10.15
Holly Holm,Marion Reneau,Holly Holm,29.527
Alan Jouban,Matt Dwyer,Alan Jouban,21.075
Frank Mir,Todd Duffee,Frank Mir,22.455
Jessica Andrade,Sarah Moras,Jessica Andrade,12.786
Kevin Lee,James Moontasri,Kevin Lee,21.172
Josh Thomson,Tony Ferguson,Tony Ferguson,19.028
Rani Yahya,Masanori Kanehara,Rani Yahya,11.325
Igor Araujo,Sean Strickland,Sean Strickland,22.711
Scott Jorgensen,Manvel Gamburyan,Manvel Gamburyan,16.25
Kevin Casey,Ildemar Alcantara,Kevin Casey,16.781
Andrew Craig,Lyman Good,Lyman Good,19.432
Kamaru Usman,Hayder Hassan,Kamaru Usman,16.047
Michael Graves,Vicente Luque,Michael Graves,19.578
Jake Ellenberger,Stephen Thompson,Stephen Thompson,20.69
Maximo Blanco,Mike de la Torre,Maximo Blanco,20.284
Angela Magana,Michelle Waterson-Gomez,Michelle Waterson-Gomez,10.013
Jorge Masvidal,Cezar Ferreira,Jorge Masvidal,17.225
Josh Samman,Caio Magalhaes,Josh Samman,27.125
Russell Doane,Jerrod Sanders,Jerrod Sanders,15.462
George Sullivan,Dominic Waters,George Sullivan,13.282
Darrell Montague,Willie Gates,Willie Gates,18.353
Dan Miller,Trevor Smith,Trevor Smith,11.082
Brad Pickett,Thomas Almeida,Thomas Almeida,26.224
Gunnar Nelson,Brandon Thatch,Gunnar Nelson,28.093
Dennis Bermudez,Jeremy Stephens,Jeremy Stephens,14.752
Chad Mendes,Conor McGregor,Conor McGregor,26.05
Mike Swick,Alex Garcia,Alex Garcia,14.636
Matt Brown,Tim Means,Matt Brown,18.059
Cathal Pendred,John Howard,John Howard,25.172
Robbie Lawler,Rory MacDonald,Robbie Lawler,54.313
Neil Seery,Louis Smolka,Louis Smolka,16.75
Cody Garbrandt,Henry Briones,Cody Garbrandt,26.401
Yosdenis Cedeno,Cody Pfister,Cody Pfister,10.101
Hacran Dias,Levan Makashvili,Hacran Dias,23.837
Thiago Santos,Steve Bosse,Thiago Santos,27.261
Lyoto Machida,Yoel Romero,Yoel Romero,28.891
Santiago Ponzinibbio,Lorenz Larkin,Lorenz Larkin,22.836
Alex Oliveira,Joe Merritt,Alex Oliveira,14.488
Steve Montgomery,Tony Sims,Tony Sims,20.708
Danny Martinez,Sirwan Kakai,Sirwan Kakai,13.955
Antonio Carlos Junior,Eddie Gordon,Antonio Carlos Junior,16.185
Leandro Silva,Lewis Gonzalez,Leandro Silva,18.486
Joanna Jedrzejczyk,Jessica Penne,Joanna Jedrzejczyk,26.255
Dennis Siver,Tatsuya Kawajiri,Tatsuya Kawajiri,13.1
Alan Omer,Arnold Allen,Arnold Allen,21.205
Niklas Backstrom,Noad Lahat,Noad Lahat,20.996
Mairbek Taisumov,Alan Patrick,Mairbek Taisumov,28.765
Nick Hein,Lukasz Sajewski,Nick Hein,28.992
Makwan Amirkhani,Masio Fullen,Makwan Amirkhani,7.254
Peter Sobotta,Steve Kennedy,Peter Sobotta,11.339
Scott Askham,Antonio Dos Santos,Scott Askham,24.854
Piotr Hallmann,Magomed Mustafaev,Magomed Mustafaev,16.551
Taylor Lapilus,Yuta Sasaki,Taylor Lapilus,23.126
Tecia Torres,Angela Hill,Tecia Torres,25.837
Kelvin Gastelum,Nate Marquardt,Kelvin Gastelum,22.741
Efrain Escudero,Drew Dober,Efrain Escudero,16.863
Gilbert Melendez,Eddie Alvarez,Eddie Alvarez,18.606
Yair Rodriguez,Charles Rosa,Yair Rodriguez,26.0
Cain Velasquez,Fabricio Werdum,Fabricio Werdum,25.658
Henry Cejudo,Chico Camus,Henry Cejudo,22.345
Alejandro Perez,Patrick Williams,Patrick Williams,12.61
Augusto Montano,Cathal Pendred,Cathal Pendred,24.378
Gabriel Benitez,Clay Collard,Gabriel Benitez,15.779
Francisco Trevino,Johnny Case,Johnny Case,21.648
Ben Rothwell,Matt Mitrione,Ben Rothwell,19.955
Thiago Tavares,Brian Ortega,Brian Ortega,18.646
Tim Boetsch,Dan Henderson,Dan Henderson,21.454
Joe Soto,Anthony Birchak,Anthony Birchak,17.554
Shawn Jordan,Derrick Lewis,Shawn Jordan,11.328
Dustin Poirier,Yancy Medeiros,Dustin Poirier,21.26
Brian Ebersole,Omari Akhmedov,Omari Akhmedov,21.199
Francisco Rivera,Alex Caceres,Francisco Rivera,17.903
Chris Wade,Christos Giagos,Chris Wade,19.119
Joe Proctor,Justin Edwards,Joe Proctor,17.957
Ricardo Abreu,Jake Collier,Jake Collier,22.67
Jose Quinonez,Leonardo Morales,Jose Quinonez,19.252
Francisco Trinaldo,Norman Parke,Francisco Trinaldo,13.253
KJ Noons,Alex Oliveira,Alex Oliveira,15.77
Nik Lentz,Charles Oliveira,Charles Oliveira,43.127
Jussier Formiga,Wilson Reis,Jussier Formiga,16.735
Francimar Barroso,Ryan Jimmo,Francimar Barroso,16.997
Rony Jason,Damon Jackson,,14.696
Wendell Oliveira Marques,Darren Till,Darren Till,25.025
Carlos Condit,Thiago Alves,Carlos Condit,18.542
Lucas Martins,Mirsad Bektic,Mirsad Bektic,19.325
Juliana Lima,Ericka Almeida,Juliana Lima,19.957
Elizeu Zaleski dos Santos,Nicolas Dalby,Nicolas Dalby,21.974
Luiz Dutra,Tom Breese,Tom Breese,25.63
Chris Weidman,Vitor Belfort,Chris Weidman,26.705
Donald Cerrone,John Makdessi,Donald Cerrone,21.945
Uriah Hall,Rafael Natal,Rafael Natal,19.937
Anthony Johnson,Daniel Cormier,Daniel Cormier,18.26
Travis Browne,Andrei Arlovski,Andrei Arlovski,25.139
Dong Hyun Kim,Joshua Burkman,Dong Hyun Kim,16.519
Joseph Benavidez,John Moraga,Joseph Benavidez,18.051
Islam Makhachev,Leo Kuntz,Islam Makhachev,28.187
John Dodson,Zach Makovsky,John Dodson,18.882
Justin Scoggins,Josh Sampo,Justin Scoggins,22.826
Mike Pyle,Colby Covington,Colby Covington,20.238
Mark Eddiva,Levan Makashvili,Levan Makashvili,26.76
Phillipe Nover,Yui Chul Nam,Phillipe Nover,10.517
Mark Munoz,Luke Barnatt,Mark Munoz,16.003
Tae Hyun Bang,Jon Tuck,Jon Tuck,18.681
Hyun Gyu Lim,Neil Magny,Neil Magny,13.936
Zhang Lipeng,Kajan Johnson,Kajan Johnson,12.418
Frankie Edgar,Urijah Faber,Frankie Edgar,16.782
Gegard Mousasi,Constantinos Philippou,Gegard Mousasi,12.684
Roldan Sangcha'an,Jon Delos Reyes,Jon Delos Reyes,15.166
Nolan Ticman,Yao Zhikui,Yao Zhikui,17.179
Guangyou Ning,Royston Wee,Guangyou Ning,25.922
Li Jingliang,Dhiego Lima,Li Jingliang,17.416
Kyle Noke,Jonavin Webb,Kyle Noke,22.121
Anthony Perosh,Sean O'Connell,Sean O'Connell,24.534
Jake Matthews,James Vick,James Vick,26.721
Bec Rawlings,Lisa Ellis,Bec Rawlings,10.392
Brad Tavares,Robert Whittaker,Robert Whittaker,19.016
Hatsu Hioki,Dan Hooker,Dan Hooker,16.067
Alex Chambers,Kailin Curran,Alex Chambers,21.944
Dylan Andrews,Brad Scott,Brad Scott,14.097
Daniel Kelly,Sam Alvey,Sam Alvey,25.524
Stipe Miocic,Mark Hunt,Stipe Miocic,16.39
Alptekin Ozkilic,Ben Nguyen,Ben Nguyen,13.798
Vik Grujic,Brendan O'Reilly,Brendan O'Reilly,16.421
John Makdessi,Shane Campbell,John Makdessi,20.893
Michael Bisping,CB Dollaway,Michael Bisping,18.292
Yves Jabouin,Thomas Almeida,Thomas Almeida,25.939
Patrick Cote,Joe Riggs,Patrick Cote,12.323
Chad Laprise,Bryan Barberena,Chad Laprise,31.992
Demetrious Johnson,Kyoji Horiguchi,Demetrious Johnson,24.412
Nordine Taleb,Chris Clements,Nordine Taleb,15.225
Olivier Aubin-Mercier,David Michaud,Olivier Aubin-Mercier,22.704
Alexis Davis,Sarah Kaufman,Alexis Davis,20.956
Quinton Jackson,Fabio Maldonado,Quinton Jackson,18.596
Jessica Rakoczy,Valerie Letourneau,Valerie Letourneau,13.379
Randa Markos,Aisling Daly,Randa Markos,8.113
Felice Herrig,Paige VanZant,Paige VanZant,17.009
Corey Anderson,Gian Villante,Gian Villante,27.852
Cub Swanson,Max Holloway,Max Holloway,20.563
Lyoto Machida,Luke Rockhold,Luke Rockhold,17.872
Jim Miller,Beneil Dariush,Beneil Dariush,15.65
George Sullivan,Tim Means,Tim Means,15.733
Eddie Gordon,Chris Dempsey,Chris Dempsey,13.798
Ovince Saint Preux,Patrick Cummins,Ovince Saint Preux,25.455
Takeya Mizugaki,Aljamain Sterling,Aljamain Sterling,17.989
Jacare Souza,Chris Camozzi,Jacare Souza,48.145
Diego Brandao,Jimy Hettes,Diego Brandao,17.196
Bartosz Fabinski,Garreth McLellan,Bartosz Fabinski,21.139
Sergio Moraes,Mickael Lebout,Sergio Moraes,22.433
Damian Stasiak,Yaotzin Meza,Yaotzin Meza,15.515
Jimi Manuwa,Jan Blachowicz,Jimi Manuwa,24.896
Gabriel Gonzaga,Mirko Filipovic,Mirko Filipovic,41.628
Pawel Pawlak,Sheldon Westcott,Pawel Pawlak,14.802
Seth Baczynski,Leon Edwards,Leon Edwards,13.904
Joanne Wood,Maryna Moroz,Maryna Moroz,31.263
Daniel Omielanczuk,Anthony Hamilton,Anthony Hamilton,14.643
Taylor Lapilus,Rocky Lee,Taylor Lapilus,26.263
Izabela Badurek,Aleksandra Albu,Aleksandra Albu,26.916
Marcin Bandel,Stevie Ray,Stevie Ray,14.982
Chad Mendes,Ricardo Lamas,Chad Mendes,27.704
Jorge Masvidal,Al Iaquinta,Al Iaquinta,21.385
Liz Carmouche,Lauren Murphy,Liz Carmouche,20.537
Michael Chiesa,Mitch Clarke,Michael Chiesa,21.691
Clay Guida,Robert Peralta,Clay Guida,9.315
Gray Maynard,Alexander Yakovlev,Alexander Yakovlev,15.065
Dustin Poirier,Diego Ferreira,Dustin Poirier,20.763
Julianna Pena,Milana Dudieva,Julianna Pena,7.805
Shamil Abdurakhimov,Timothy Johnson,Timothy Johnson,25.256
Ron Stallings,Justin Jones,Ron Stallings,18.558
Edimilson Souza,Katsunori Kikuno,Edimilson Souza,22.662
Francisco Trinaldo,Akbarh Arreola,Francisco Trinaldo,11.291
Demian Maia,Ryan LaFlare,Demian Maia,19.563
Leonardo Santos,Anthony Rocco Martin,Leonardo Santos,15.72
Godofredo Pepey,Andre Fili,Godofredo Pepey,11.371
Erick Silva,Josh Koscheck,Erick Silva,13.271
Gilbert Burns,Alex Oliveira,Gilbert Burns,22.681
Bentley Syler,Fredy Serrano,Fredy Serrano,30.111
Amanda Nunes,Shayna Baszler,Amanda Nunes,22.637
Leandro Silva,Drew Dober,,16.423
Jorge de Oliveira,Christos Giagos,Christos Giagos,8.829
Leonardo Mafra,Cain Carrizosa,Leonardo Mafra,18.933
Daron Cruickshank,Beneil Dariush,Beneil Dariush,22.404
Carla Esparza,Joanna Jedrzejczyk,Joanna Jedrzejczyk,26.232
Chris Cariaso,Henry Cejudo,Henry Cejudo,17.591
Johny Hendricks,Matt Brown,Johny Hendricks,14.331
Anthony Pettis,Rafael Dos Anjos,Rafael Dos Anjos,16.103
Roy Nelson,Alistair Overeem,Alistair Overeem,20.015
Ross Pearson,Sam Stout,Ross Pearson,18.114
Jared Rosholt,Josh Copeland,Jared Rosholt,16.561
Elias Theodorou,Roger Narvaez,Elias Theodorou,25.248
Larissa Pacheco,Germaine de Randamie,Germaine de Randamie,21.907
Jake Lindsey,Joe Duffy,Joe Duffy,24.369
Sergio Pettis,Ryan Benoit,Ryan Benoit,21.456
Alan Jouban,Richard Walsh,Alan Jouban,23.529
Dhiego Lima,Tim Means,Tim Means,18.967
Ronda Rousey,Cat Zingano,Ronda Rousey,21.217
Roman Salazar,Norifumi Yamamoto,,33.405
Tony Ferguson,Gleison Tibau,Tony Ferguson,15.477
Mark Munoz,Roan Carneiro,Roan Carneiro,7.523
Jake Ellenberger,Josh Koscheck,Jake Ellenberger,11.546
Raquel Pennington,Holly Holm,Holly Holm,22.769
James Krause,Valmir Lazaro,Valmir Lazaro,18.365
Masio Fullen,Alex Torres,Masio Fullen,14.392
Derrick Lewis,Ruan Potts,Derrick Lewis,15.209
Cezar Ferreira,Sam Alvey,Sam Alvey,20.536
William Macario,Matt Dwyer,Matt Dwyer,25.111
Rustam Khabilov,Adriano Martins,Adriano Martins,20.086
Jessica Andrade,Marion Reneau,Marion Reneau,18.692
Edson Barboza,Michael Johnson,Michael Johnson,21.31
Tiago dos Santos e Silva,Mike de la Torre,Mike de la Torre,15.106
Santiago Ponzinibbio,Sean Strickland,Santiago Ponzinibbio,28.444
Iuri Alcantara,Frankie Saenz,Frankie Saenz,18.876
Antonio Silva,Frank Mir,Frank Mir,19.745
Ivan Jorge,Josh Shockley,Ivan Jorge,13.278
Douglas Silva de Andrade,Cody Gibson,Douglas Silva de Andrade,22.913
Benson Henderson,Brandon Thatch,Benson Henderson,21.709
Max Holloway,Cole Miller,Max Holloway,16.367
Chas Skelly,Jim Alers,Chas Skelly,31.308
Michel Prazeres,Kevin Lee,Kevin Lee,24.729
Ray Borg,Chris Kelades,Ray Borg,20.861
Neil Magny,Kiichi Kunimoto,Neil Magny,12.92
Efrain Escudero,Rodrigo de Lima,Efrain Escudero,16.147
Zach Makovsky,Tim Elliott,Zach Makovsky,13.983
James Moontasri,Cody Pfister,James Moontasri,14.407
Daniel Kelly,Patrick Walsh,Daniel Kelly,28.027
Thales Leites,Tim Boetsch,Thales Leites,16.644
Jordan Mein,Thiago Alves,Thiago Alves,19.673
Miesha Tate,Sara McMann,Miesha Tate,14.959
Ed Herman,Derek Brunson,Derek Brunson,14.131
Tyron Woodley,Kelvin Gastelum,Tyron Woodley,25.085
Anderson Silva,Nick Diaz,,30.21
Joe Lauzon,Al Iaquinta,Al Iaquinta,19.249
Ian McCall,John Lineker,John Lineker,16.323
Richardson Moreira,Ildemar Alcantara,Ildemar Alcantara,14.273
Rafael Natal,Tom Watson,Rafael Natal,16.185
Thiago Santos,Andy Enz,Thiago Santos,19.254
Nikita Krylov,Stanislav Nedkov,Nikita Krylov,26.671
Dan Henderson,Gegard Mousasi,Gegard Mousasi,18.96
Akira Corassani,Sam Sicilia,Sam Sicilia,17.55
Phil Davis,Ryan Bader,Ryan Bader,18.27
Nicholas Musoke,Albert Tumenov,Albert Tumenov,24.107
Alexander Gustafsson,Anthony Johnson,Anthony Johnson,25.004
Viktor Pesta,Konstantin Erokhin,Viktor Pesta,26.76
Kenny Robertson,Sultan Aliev,Kenny Robertson,25.34
Mirsad Bektic,Paul Redmond,Mirsad Bektic,16.258
Andy Ogle,Makwan Amirkhani,Makwan Amirkhani,14.584
Mairbek Taisumov,Anthony Christodoulou,Mairbek Taisumov,19.5
Neil Seery,Chris Beal,Neil Seery,17.075
John Howard,Lorenz Larkin,Lorenz Larkin,21.424
Uriah Hall,Ron Stallings,Uriah Hall,23.345
Conor McGregor,Dennis Siver,Conor McGregor,25.017
Zhang Lipeng,Chris Wade,Chris Wade,18.921
Cathal Pendred,Sean Spencer,Cathal Pendred,20.853
Paddy Holohan,Shane Howell,Paddy Holohan,17.521
Donald Cerrone,Benson Henderson,Donald Cerrone,22.085
Norman Parke,Gleison Tibau,Gleison Tibau,18.21
Johnny Case,Frankie Perez,Johnny Case,19.754
Matt Van Buren,Sean O'Connell,Sean O'Connell,17.661
Charles Rosa,Sean Soriano,Charles Rosa,18.642
Tateki Matsuda,Joby Sanchez,Joby Sanchez,22.074
Jon Jones,Daniel Cormier,Jon Jones,30.68
Marcus Brimage,Cody Garbrandt,Cody Garbrandt,25.66
Shawn Jordan,Jared Cannonier,Shawn Jordan,28.049
Kyoji Horiguchi,Louis Gaudinot,Kyoji Horiguchi,23.925
Donald Cerrone,Myles Jury,Donald Cerrone,21.99
Brad Tavares,Nate Marquardt,Brad Tavares,19.615
Danny Castillo,Paul Felder,Paul Felder,27.333
Evan Dunham,Rodrigo Damm,Evan Dunham,19.887
Omari Akhmedov,Mats Nilsson,Omari Akhmedov,16.379
Hector Lombard,Joshua Burkman,,22.556
Alexis Dufresne,Marion Reneau,Marion Reneau,23.516
Erick Silva,Mike Rhodes,Erick Silva,16.593
Marcos Rogerio de Lima,Igor Pokrajac,Marcos Rogerio de Lima,15.688
Daniel Sarafian,Antonio Dos Santos,Daniel Sarafian,20.894
Antonio Carlos Junior,Patrick Cummins,Patrick Cummins,23.287
Renan Barao,Mitch Gagnon,Renan Barao,24.26
Tom Niinimaki,Renato Moicano,Renato Moicano,27.296
Elias Silverio,Rashid Magomedov,Rashid Magomedov,34.449
Leandro Issa,Yuta Sasaki,Leandro Issa,18.022
Darren Elkins,Hacran Dias,Hacran Dias,14.534
Lyoto Machida,CB Dollaway,Lyoto Machida,19.754
Marcio Alexandre Junior,Tim Means,Tim Means,23.413
Vitor Miranda,Jake Collier,Vitor Miranda,20.741
Rafael Dos Anjos,Nate Diaz,Rafael Dos Anjos,13.959
Gabriel Gonzaga,Matt Mitrione,Matt Mitrione,23.651
Alistair Overeem,Stefan Struve,Alistair Overeem,15.255
John Moraga,Willie Gates,John Moraga,16.504
Joe Riggs,Ben Saunders,Ben Saunders,20.885
Junior Dos Santos,Stipe Miocic,Junior Dos Santos,26.754
Claudia Gadelha,Joanna Jedrzejczyk,Joanna Jedrzejczyk,24.483
Henry Cejudo,Dustin Kimura,Henry Cejudo,30.137
David Michaud,Garett Whiteley,David Michaud,21.219
Joe Ellenberger,Bryan Barberena,Bryan Barberena,25.445
Jamie Varner,Drew Dober,Drew Dober,15.64
Anthony Birchak,Ian Entwistle,Ian Entwistle,15.247
Jeremy Stephens,Charles Oliveira,Charles Oliveira,14.569
Felice Herrig,Lisa Ellis,Felice Herrig,11.529
Joe Proctor,Yancy Medeiros,Yancy Medeiros,24.037
Carla Esparza,Rose Namajunas,Carla Esparza,17.781
Jessica Penne,Randa Markos,Jessica Penne,13.751
Joanne Wood,Seo Hee Ham,Joanne Wood,23.993
Aisling Daly,Alex Chambers,Aisling Daly,17.377
Bec Rawlings,Heather Clark,Heather Clark,16.117
KJ Noons,Daron Cruickshank,,19.171
Tecia Torres,Angela Magana,Tecia Torres,27.111
Emily Kagan,Angela Hill,Angela Hill,24.221
Todd Duffee,Anthony Hamilton,Todd Duffee,24.287
Anthony Pettis,Gilbert Melendez,Anthony Pettis,20.114
Tony Ferguson,Abel Trujillo,Tony Ferguson,14.504
Urijah Faber,Francisco Rivera,Urijah Faber,18.919
Johny Hendricks,Robbie Lawler,Robbie Lawler,49.569
Corey Anderson,Justin Jones,Corey Anderson,28.131
Raquel Pennington,Ashlee Evans-Smith,Raquel Pennington,17.98
Eddie Gordon,Josh Samman,Josh Samman,20.002
Sergio Pettis,Matt Hobar,Sergio Pettis,22.625
Travis Browne,Brendan Schaub,Travis Browne,20.435
Alex White,Clay Collard,Clay Collard,21.381
Ruslan Magomedov,Josh Copeland,Ruslan Magomedov,28.832
Brad Pickett,Chico Camus,Chico Camus,17.347
Frankie Edgar,Cub Swanson,Frankie Edgar,11.919
Bobby Green,Edson Barboza,Edson Barboza,24.858
James Vick,Nick Hein,James Vick,30.117
Jared Rosholt,Aleksei Oleinik,Aleksei Oleinik,22.856
Luke Barnatt,Roger Narvaez,Roger Narvaez,20.947
Joseph Benavidez,Dustin Ortiz,Joseph Benavidez,19.662
Matt Wiman,Isaac Vallie-Flagg,Matt Wiman,15.983
Yves Edwards,Akbarh Arreola,Akbarh Arreola,14.681
Paige VanZant,Kailin Curran,Paige VanZant,18.943
Juan Manuel Puig,Dooho Choi,Dooho Choi,16.999
Alejandro Perez,Jose Quinonez,Alejandro Perez,19.206
Fabricio Werdum,Mark Hunt,Fabricio Werdum,17.978
Edgar Garcia,Hector Urbina,Hector Urbina,16.059
Jessica Eye,Leslie Smith,Jessica Eye,23.174
Ricardo Lamas,Dennis Bermudez,Ricardo Lamas,16.789
Jake Ellenberger,Kelvin Gastelum,Kelvin Gastelum,22.416
Henry Briones,Guido Cannetti,Henry Briones,20.289
Augusto Montano,Chris Heatherly,Augusto Montano,22.674
Yair Rodriguez,Leonardo Morales,Yair Rodriguez,27.538
Gabriel Benitez,Humberto Brown Morrison,Gabriel Benitez,12.099
Marco Beltran,Marlon Vera,Marco Beltran,14.837
Leandro Silva,Charlie Brenneman,Leandro Silva,11.002
Claudio Silva,Leon Edwards,Claudio Silva,24.992
Warlley Alves,Alan Jouban,Warlley Alves,26.342
Diego Rivas,Rodolfo Rubio Perez,Diego Rivas,17.544
Juliana Lima,Nina Nunes,Juliana Lima,16.394
Mauricio Rua,Ovince Saint Preux,Ovince Saint Preux,23.291
Caio Magalhaes,Trevor Smith,Caio Magalhaes,28.238
Dhiego Lima,Jorge de Oliveira,Dhiego Lima,20.888
Wagner Silva,Colby Covington,Colby Covington,18.183
Thomas Almeida,Tim Gorman,Thomas Almeida,27.365
Dylan Andrews,Sam Alvey,Sam Alvey,16.424
Ross Pearson,Al Iaquinta,Al Iaquinta,19.007
Luke Rockhold,Michael Bisping,Luke Rockhold,22.985
Robert Whittaker,Clint Hester,Robert Whittaker,17.211
Soa Palelei,Walt Harris,Soa Palelei,19.499
Vik Grujic,Chris Clements,Chris Clements,17.055
Jumabieke Tuerxun,Marcus Brimage,Marcus Brimage,21.936
Jake Matthews,Vagner Rocha,Jake Matthews,27.107
Richie Vaculik,Louis Smolka,Louis Smolka,28.851
Luke Zachrich,Daniel Kelly,Daniel Kelly,29.042
Anthony Perosh,Guto Inocente,Anthony Perosh,12.942
Yan Cabral,Naoyuki Kotani,Yan Cabral,16.084
Fabio Maldonado,Hans Stringer,Fabio Maldonado,13.477
Darren Elkins,Lucas Martins,Darren Elkins,17.351
Diego Ferreira,Beneil Dariush,Beneil Dariush,23.495
Scott Jorgensen,Wilson Reis,Wilson Reis,15.589
Felipe Arantes,Andre Fili,Andre Fili,14.191
Jose Aldo,Chad Mendes,Jose Aldo,59.849
William Macario,Neil Magny,Neil Magny,21.47
Gilbert Burns,Christos Giagos,Gilbert Burns,18.493
Glover Teixeira,Phil Davis,Phil Davis,14.524
Fabricio Camoes,Anthony Rocco Martin,Anthony Rocco Martin,8.171
Olivier Aubin-Mercier,Jake Lindsey,Olivier Aubin-Mercier,22.43
