R_fighter,B_fighter,R_record,B_record,Rematch,R_SIG_STR.,B_SIG_STR.,R_CTRL,B_CTRL,win_by,last_round,last_round_time,date,Fight_type,Winner,Excitement
Gray Maynard,Frankie Edgar,4_0_0,8_0_0,False,19_65,26_75,378,31,Decision - Unanimous,3,300,2-Apr-08,Men's Bout,Gray Maynard,26.459
Marcus Aurelio,Ryan Roberts,21_7_0,21_11_1,False,6_11,0_1,6,0,Submission,1,16,2-Apr-08,Men's Bout,Marcus Aurelio,14.48
Manvel Gamburyan,Jeff Cox,10_3_0,10_6_0,False,3_4,2_4,14,73,Submission,1,101,2-Apr-08,Men's Bout,Manvel Gamburyan,14.013
Clay Guida,Samy Schiavo,22_6_0,10_4_0,False,11_26,4_22,116,0,KO/TKO,1,255,2-Apr-08,Men's Bout,Clay Guida,12.712
George Sotiropoulos,Roman Mitichyan,8_3_0,8_2_0,False,21_35,2_12,330,36,KO/TKO,2,144,2-Apr-08,Men's Bout,George Sotiropoulos,11.832
Anthony Johnson,Tommy Speer,10_1_0,21_6_0,False,15_25,0_7,1,0,KO/TKO,1,51,2-Apr-08,Men's Bout,Anthony Johnson,25.953
Yushin Okami,Evan Tanner,25_6_0,32_6_0,False,26_58,19_44,37,117,KO/TKO,2,180,1-Mar-08,Men's Bout,Yushin Okami,17.02
Josh Koscheck,Dustin Hazelett,9_3_0,10_3_0,False,24_59,20_59,72,0,KO/TKO,2,84,1-Mar-08,Men's Bout,Josh Koscheck,17.895
Chris Leben,Alessio Sakara,17_4_0,16_6_0,False,24_50,13_33,26,0,KO/TKO,1,196,1-Mar-08,Men's Bout,Chris Leben,20.071
Luigi Fioravanti,Luke Cummo,24_13_0,6_4_0,False,32_75,16_39,635,40,Decision - Unanimous,3,300,1-Mar-08,Men's Bout,Luigi Fioravanti,10.381
Anderson Silva,Dan Henderson,22_4_0,25_7_0,False,47_59,20_40,156,225,Submission,2,292,1-Mar-08,Men's Title Bout,Anderson Silva,18.272
Jon Fitch,Chris Wilson,23_4_0,17_7_0,False,40_76,22_52,478,8,Decision - Unanimous,3,300,1-Mar-08,Men's Bout,Jon Fitch,16.244
Andrei Arlovski,Jake O'Brien,20_10_0,14_1_0,False,14_35,4_12,119,284,KO/TKO,2,257,1-Mar-08,Men's Bout,Andrei Arlovski,15.907
Heath Herring,Cheick Kongo,27_15_0,20_5_1,False,57_80,45_60,351,497,Decision - Split,3,300,1-Mar-08,Men's Bout,Heath Herring,13.354
Diego Sanchez,David Bielkheden,18_2_0,23_10_0,False,24_50,1_1,270,0,KO/TKO,1,283,1-Mar-08,Men's Bout,Diego Sanchez,14.647
Jorge Gurgel,John Halverson,13_8_0,16_7_0,False,68_137,44_102,521,61,Decision - Unanimous,3,300,1-Mar-08,Men's Bout,Jorge Gurgel,13.082
Nate Marquardt,Jeremy Horn,26_8_2,91_19_5,False,22_30,5_11,238,83,Submission,2,97,2-Feb-08,Men's Bout,Nate Marquardt,13.808
Chris Lytle,Kyle Bradley,24_15_5,18_9_0,False,12_17,0_3,4,0,KO/TKO,1,33,2-Feb-08,Men's Bout,Chris Lytle,19.519
Ricardo Almeida,Rob Yundt,8_2_0,9_3_0,False,4_6,2_11,19,5,Submission,1,68,2-Feb-08,Men's Bout,Ricardo Almeida,19.306
Tyson Griffin,Gleison Tibau,11_3_0,20_3_0,False,60_119,23_93,100,212,Decision - Unanimous,3,300,2-Feb-08,Men's Bout,Tyson Griffin,19.228
Tim Boetsch,David Heath,9_1_0,18_6_0,False,42_60,7_31,6,0,KO/TKO,1,292,2-Feb-08,Men's Bout,Tim Boetsch,28.048
Frank Mir,Brock Lesnar,10_3_0,1_0_0,False,2_3,16_24,0,68,Submission,1,90,2-Feb-08,Men's Bout,Frank Mir,22.825
Marvin Eastman,Terry Martin,17_14_1,23_10_0,False,40_89,50_85,254,334,Decision - Unanimous,3,300,2-Feb-08,Men's Bout,Marvin Eastman,13.324
Antonio Rodrigo Nogueira,Tim Sylvia,30_4_1,31_9_0,False,28_70,53_131,31,120,Submission,3,88,2-Feb-08,Men's Title Bout,Antonio Rodrigo Nogueira,19.485
Rob Emerson,Keita Nakamura,15_9_0,30_5_2,False,81_212,57_191,0,88,Decision - Split,3,300,2-Feb-08,Men's Bout,Rob Emerson,18.494
Mike Swick,Joshua Burkman,10_2_0,27_6_0,False,54_101,39_83,84,344,Decision - Majority,3,300,23-Jan-08,Men's Bout,Mike Swick,19.47
Jeremy Stephens,Cole Miller,14_2_0,13_2_0,False,30_54,5_29,259,174,KO/TKO,2,284,23-Jan-08,Men's Bout,Jeremy Stephens,17.949
Corey Hill,Joe Veres,5_7_0,4_2_0,False,29_40,0_10,205,19,KO/TKO,2,37,23-Jan-08,Men's Bout,Corey Hill,11.882
Kurt Pellegrino,Alberto Crane,11_4_0,15_4_0,False,23_51,4_26,122,45,KO/TKO,2,115,23-Jan-08,Men's Bout,Kurt Pellegrino,13.648
Thiago Tavares,Michihiro Omigawa,13_1_0,16_9_1,False,19_43,11_32,401,230,Decision - Unanimous,3,300,23-Jan-08,Men's Bout,Thiago Tavares,16.853
Patrick Cote,Drew McFedries,15_4_0,10_3_0,False,14_31,8_15,3,0,KO/TKO,1,104,23-Jan-08,Men's Bout,Patrick Cote,22.36
Gray Maynard,Dennis Siver,3_0_0,12_4_0,False,26_66,16_40,648,155,Decision - Unanimous,3,300,23-Jan-08,Men's Bout,Gray Maynard,14.913
Matt Wiman,Justin Buchholz,8_3_0,14_6_0,False,6_9,3_10,160,0,Submission,1,176,23-Jan-08,Men's Bout,Matt Wiman,10.097
Nate Diaz,Alvin Robinson,8_2_0,15_7_0,False,3_8,2_5,151,57,Submission,1,219,23-Jan-08,Men's Bout,Nate Diaz,9.045
Antoni Hardonk,Colin Robinson,5_4_0,10_11_0,False,5_7,0_2,4,0,KO/TKO,1,17,19-Jan-08,Men's Bout,Antoni Hardonk,17.946
Paul Kelly,Paul Taylor,9_1_0,8_2_1,False,70_139,43_81,727,82,Decision - Unanimous,3,300,19-Jan-08,Men's Bout,Paul Kelly,17.719
BJ Penn,Joe Stevenson,11_4_1,30_9_0,False,41_69,17_36,393,0,Submission,2,242,19-Jan-08,Men's Title Bout,BJ Penn,13.668
Alessio Sakara,James Lee,15_6_0,15_2_0,False,8_10,0_1,8,42,KO/TKO,1,90,19-Jan-08,Men's Bout,Alessio Sakara,18.011
Jorge Rivera,Kendall Grove,15_6_0,19_12_0,False,28_38,0_1,65,0,KO/TKO,1,80,19-Jan-08,Men's Bout,Jorge Rivera,9.846
Wilson Gouveia,Jason Lambert,11_5_0,26_10_0,False,5_14,27_56,7,290,KO/TKO,2,37,19-Jan-08,Men's Bout,Wilson Gouveia,7.97
Marcus Davis,Jess Liaudin,18_6_0,20_8_0,False,5_5,4_8,2,0,KO/TKO,1,64,19-Jan-08,Men's Bout,Marcus Davis,27.327
Fabricio Werdum,Gabriel Gonzaga,12_4_1,9_2_0,False,46_89,19_33,169,121,KO/TKO,2,274,19-Jan-08,Men's Bout,Fabricio Werdum,19.198
Sam Stout,Per Eklund,12_3_1,13_3_1,False,33_127,20_43,332,182,Decision - Unanimous,3,300,19-Jan-08,Men's Bout,Sam Stout,12.442
Rich Clementi,Melvin Guillard,42_21_1,23_11_2,False,6_9,5_18,108,28,Submission,1,280,29-Dec-07,Men's Bout,Rich Clementi,15.915
James Irvin,Luiz Cane,15_7_0,13_2_0,False,5_19,9_20,1,12,DQ,1,111,29-Dec-07,Men's Bout,James Irvin,21.083
Eddie Sanchez,Soa Palelei,14_6_0,18_2_0,False,52_115,21_37,201,349,KO/TKO,3,204,29-Dec-07,Men's Bout,Eddie Sanchez,17.373
Lyoto Machida,Rameau Thierry Sokoudjou,11_0_0,17_16_0,False,21_48,6_24,334,22,Submission,2,260,29-Dec-07,Men's Bout,Lyoto Machida,17.954
Mark Bocek,Doug Evans,4_1_0,13_9_0,False,26_58,22_66,638,52,Decision - Unanimous,3,300,29-Dec-07,Men's Bout,Mark Bocek,14.08
Dean Lister,Jordan Radev,11_6_0,23_4_0,False,31_99,20_89,157,46,Decision - Unanimous,3,300,29-Dec-07,Men's Bout,Dean Lister,16.146
Manvel Gamburyan,Nate Mohr,9_3_0,9_5_0,False,3_6,2_3,59,12,Submission,1,91,29-Dec-07,Men's Bout,Manvel Gamburyan,12.631
Georges St-Pierre,Matt Hughes,14_2_0,42_5_0,True,28_40,5_13,420,17,Submission,2,294,29-Dec-07,Men's Title Bout,Georges St-Pierre,48.156
Chuck Liddell,Wanderlei Silva,20_5_0,31_8_1,False,58_175,44_177,70,2,Decision - Unanimous,3,300,29-Dec-07,Men's Bout,Chuck Liddell,17.327
Roan Carneiro,Tony DeSouza,18_7_0,11_3_0,False,24_27,9_15,287,138,KO/TKO,2,213,29-Dec-07,Men's Bout,Roan Carneiro,16.71
Troy Mandaloniz,Richie Hightower,2_1_0,8_3_0,False,30_38,20_56,98,19,KO/TKO,1,260,8-Dec-07,Men's Bout,Troy Mandaloniz,20.684
Mac Danzig,Tommy Speer,16_4_1,21_5_0,False,10_14,4_7,74,28,Submission,1,121,8-Dec-07,Men's Title Bout,Mac Danzig,14.112
George Sotiropoulos,Billy Miles,7_3_0,2_1_0,False,2_3,0_3,72,19,Submission,1,96,8-Dec-07,Men's Bout,George Sotiropoulos,9.803
Matt Arroyo,John Kolosci,2_1_0,15_8_0,False,4_8,1_5,60,202,Submission,1,282,8-Dec-07,Men's Bout,Matt Arroyo,9.436
Roman Mitichyan,Dorian Price,7_2_0,8_4_0,False,0_0,0_2,12,0,Submission,1,23,8-Dec-07,Men's Bout,Roman Mitichyan,9.589
Roger Huerta,Clay Guida,22_7_1,22_5_0,False,31_102,47_85,50,353,Submission,3,51,8-Dec-07,Men's Bout,Roger Huerta,11.286
War Machine,Jared Rollins,13_4_0,8_3_0,False,29_48,40_70,434,223,KO/TKO,3,121,8-Dec-07,Men's Bout,War Machine,11.869
Jonathan Goulet,Paul Georgieff,21_10_0,6_1_0,False,11_17,12_30,212,0,Submission,1,282,8-Dec-07,Men's Bout,Jonathan Goulet,18.314
Ben Saunders,Dan Barrera,13_3_2,3_0_0,False,18_25,12_17,349,429,Decision - Unanimous,3,300,8-Dec-07,Men's Bout,Ben Saunders,22.19
Karo Parisyan,Ryo Chonan,23_9_0,21_10_0,False,49_110,35_87,444,110,Decision - Unanimous,3,300,17-Nov-07,Men's Bout,Karo Parisyan,12.518
Thiago Alves,Chris Lytle,13_5_0,24_14_5,False,39_90,42_128,32,149,TKO - Doctor's Stoppage,2,300,17-Nov-07,Men's Bout,Thiago Alves,16.177
Frankie Edgar,Spencer Fisher,7_0_0,20_3_0,False,42_79,6_21,790,0,Decision - Unanimous,3,300,17-Nov-07,Men's Bout,Frankie Edgar,18.759
Ed Herman,Joe Doerksen,16_6_0,50_12_0,False,43_74,9_19,394,114,KO/TKO,3,39,17-Nov-07,Men's Bout,Ed Herman,12.512
Thiago Silva,Houston Alexander,14_3_0,17_11_1,False,22_35,2_8,116,29,KO/TKO,1,205,17-Nov-07,Men's Bout,Thiago Silva,13.663
Marcus Aurelio,Luke Caudillo,20_7_0,17_16_0,False,20_27,6_13,143,15,KO/TKO,1,269,17-Nov-07,Men's Bout,Marcus Aurelio,17.104
Akihiro Gono,Tamdan McCrory,34_19_8,11_0_0,False,27_44,31_62,156,67,Submission,2,199,17-Nov-07,Men's Bout,Akihiro Gono,25.262
Joe Lauzon,Jason Reinhardt,15_4_0,20_0_0,False,5_7,1_3,56,0,Submission,1,74,17-Nov-07,Men's Bout,Joe Lauzon,20.203
Rashad Evans,Michael Bisping,10_0_1,14_0_0,False,23_87,40_96,462,34,Decision - Split,3,300,17-Nov-07,Men's Bout,Rashad Evans,23.894
Alvin Robinson,Jorge Gurgel,14_7_0,13_7_0,False,44_78,3_12,485,370,Decision - Unanimous,3,300,20-Oct-07,Men's Bout,Alvin Robinson,7.945
Anderson Silva,Rich Franklin,21_4_0,24_2_0,True,39_47,22_56,52,91,KO/TKO,2,67,20-Oct-07,Men's Title Bout,Anderson Silva,54.511
Stephan Bonnar,Eric Schafer,11_5_0,12_3_2,False,30_54,13_17,230,129,KO/TKO,2,167,20-Oct-07,Men's Bout,Stephan Bonnar,14.166
Demian Maia,Ryan Jensen,6_0_0,19_3_0,False,3_3,2_3,146,0,Submission,1,160,20-Oct-07,Men's Bout,Demian Maia,25.632
Tim Sylvia,Brandon Vera,30_9_0,11_0_0,False,68_121,58_72,460,185,Decision - Unanimous,3,300,20-Oct-07,Men's Bout,Tim Sylvia,21.878
Matt Grice,Jason Black,13_1_0,23_3_1,False,44_73,10_20,764,36,Decision - Split,3,300,20-Oct-07,Men's Bout,Matt Grice,20.605
Yushin Okami,Jason MacDonald,24_6_0,22_9_0,False,41_82,25_49,532,133,Decision - Unanimous,3,300,20-Oct-07,Men's Bout,Yushin Okami,12.446
Joshua Burkman,Forrest Petz,26_6_0,26_7_0,False,44_87,65_138,150,216,Decision - Split,3,300,20-Oct-07,Men's Bout,Joshua Burkman,16.982
Alan Belcher,Kalib Starnes,11_4_0,17_9_1,False,57_100,40_89,51,28,TKO - Doctor's Stoppage,2,99,20-Oct-07,Men's Bout,Alan Belcher,20.682
Christian Wellisch,Scott Junk,7_3_0,8_2_1,False,6_11,17_28,48,74,Submission,1,199,22-Sep-07,Men's Bout,Christian Wellisch,17.146
Lyoto Machida,Kazuhiro Nakamura,10_0_0,21_11_0,False,70_89,15_31,548,107,Decision - Unanimous,3,300,22-Sep-07,Men's Bout,Lyoto Machida,22.849
Jeremy Stephens,Diego Saraiva,13_2_0,22_19_1,False,50_90,11_29,591,131,Decision - Unanimous,3,300,22-Sep-07,Men's Bout,Jeremy Stephens,14.979
Tyson Griffin,Thiago Tavares,10_3_0,13_0_0,False,29_66,6_21,475,236,Decision - Unanimous,3,300,22-Sep-07,Men's Bout,Tyson Griffin,16.443
Rich Clementi,Anthony Johnson,41_21_1,10_0_0,False,12_24,22_50,162,143,Submission,2,185,22-Sep-07,Men's Bout,Rich Clementi,20.607
Matt Wiman,Michihiro Omigawa,7_3_0,16_8_1,False,59_108,33_64,686,111,Decision - Unanimous,3,300,22-Sep-07,Men's Bout,Matt Wiman,11.074
Keith Jardine,Chuck Liddell,15_6_2,20_4_0,False,83_176,31_138,6,0,Decision - Split,3,300,22-Sep-07,Men's Bout,Keith Jardine,20.848
Forrest Griffin,Mauricio Rua,14_4_0,16_2_0,False,66_130,27_75,337,291,Submission,3,285,22-Sep-07,Men's Bout,Forrest Griffin,15.978
Jon Fitch,Diego Sanchez,22_4_0,18_1_0,False,25_40,11_18,580,216,Decision - Split,3,300,22-Sep-07,Men's Bout,Jon Fitch,20.251
Nate Quarry,Pete Sell,8_2_0,9_5_0,True,64_129,53_114,23,151,KO/TKO,3,44,19-Sep-07,Men's Bout,Nate Quarry,49.692
Kenny Florian,Din Thomas,7_3_0,26_7_0,False,27_57,3_15,102,21,Submission,1,271,19-Sep-07,Men's Bout,Kenny Florian,13.509
Gray Maynard,Joe Veres,2_0_0,4_1_0,False,3_4,0_0,2,0,KO/TKO,1,9,19-Sep-07,Men's Bout,Gray Maynard,29.787
Luke Cummo,Edilberto de Oliveira,5_4_0,29_14_2,False,6_19,5_16,2,0,KO/TKO,1,105,19-Sep-07,Men's Bout,Luke Cummo,18.452
Chris Leben,Terry Martin,16_4_0,23_9_0,False,53_101,45_104,87,419,KO/TKO,3,236,19-Sep-07,Men's Bout,Chris Leben,14.095
Thiago Alves,Kuniyoshi Hironaka,12_5_0,23_7_0,False,48_97,15_39,54,95,KO/TKO,2,244,19-Sep-07,Men's Bout,Thiago Alves,17.966
Nate Diaz,Junior Assuncao,7_2_0,15_4_0,False,10_11,7_14,93,119,Submission,1,250,19-Sep-07,Men's Bout,Nate Diaz,17.006
Cole Miller,Leonard Garcia,12_2_0,17_7_1,False,21_48,16_32,678,145,Decision - Unanimous,3,300,19-Sep-07,Men's Bout,Cole Miller,12.461
Dustin Hazelett,Jonathan Goulet,9_3_0,21_9_0,False,3_5,0_0,0,48,Submission,1,74,19-Sep-07,Men's Bout,Dustin Hazelett,11.123
